"subject.id" "activity.label" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
8 "WALKING_DOWNSTAIRS" 0.27362739723224 -0.0173646434675956 -0.11050900726612 0.643041587155738 0.0249007119382514 0.113786903240055 0.0781830304021858 0.0192934843620219 -0.00598461949194809 -0.0213752078060929 -0.0786882370174863 0.0891111326062842 -0.0986481327068306 -0.041668866932541 -0.0599924384137158 -0.572894324457377 -0.572894324457377 -0.682394331365574 -0.636772823582295 -0.788609889781421 -0.654279395431694 -0.57324231151377 -0.689985361727322 -0.691228398624044 -0.66194932684153 -0.770399014730328 -0.694432797612022 -0.744123308108743 -0.674436514137978 -0.616237628224863 -0.659176975913443 -0.729728911120492 -0.810781147688525 -0.628518292207924 -0.546300369020492 -0.63149590129235 -0.960666848196721 -0.953853802622951 -0.933023549811476 -0.675048797456284 -0.643016235049727 -0.785865555342077 -0.737823026713115 -0.720613139557924 -0.676703396274317 -0.751552755909836 -0.817859434087432 -0.766808395937432 -0.608800054545902 -0.608800054545902 -0.666188895797268 -0.69177337884153 -0.80920252055847 -0.619862558943169 -0.562224990755738 -0.631325630903825 -0.687810322884973 -0.647095183325137 -0.800190469843716 -0.753531795854563 -0.711642573986885 -0.708822297250546 -0.667441779756831 -0.67856488281776 -0.722088157423497 -0.821410682289618
9 "WALKING_DOWNSTAIRS" 0.277663217708333 -0.0198128835520833 -0.110002078895833 0.4844926300625 0.1735353349375 0.112153892270833 0.100834301145833 0.02205967558125 -0.0234797902820833 -0.0504493029375 -0.0450380846229167 0.0963097087916667 -0.0697605353979167 -0.0610027747333333 -0.07667753465 -0.615506163529167 -0.615506163529167 -0.697125423729167 -0.641448591327083 -0.7817657755625 -0.699978797708333 -0.606815805916667 -0.702750069854167 -0.722153381666667 -0.682303157020833 -0.771263400375 -0.70956079266875 -0.729730980125 -0.687101761416667 -0.66433754485 -0.692666480204167 -0.709332157104167 -0.795338924166667 -0.67353996165 -0.583537956035417 -0.655277927185417 -0.974850017291667 -0.967259781041667 -0.958484295 -0.705394255416667 -0.6624865605 -0.784567362416667 -0.7510119569375 -0.710769336354167 -0.690683351083333 -0.771733458958333 -0.791755693333333 -0.7775235191125 -0.667966465729167 -0.667966465729167 -0.699000945854167 -0.6667018215625 -0.796097296041667 -0.664663009333333 -0.599058705810417 -0.659793490820833 -0.714353345708333 -0.66467074 -0.797029762083333 -0.765729134583333 -0.705252781333333 -0.722602042395833 -0.722943923333333 -0.7095807456875 -0.697976758520833 -0.811621611916667
9 "SITTING" 0.276228379028125 -0.0171301894588438 -0.109980413540312 0.658489475559375 0.0076697941365625 0.07572637723625 0.0694257637497812 0.00609160369745 -0.00458495695959375 -0.01822576601175 -0.0814002594830312 0.0711526721721875 -0.0948063306496875 -0.044718694255 -0.0489005172931562 -0.5540839796575 -0.5540839796575 -0.660734831613437 -0.611805536115313 -0.7688708887125 -0.632171602213125 -0.547762702566563 -0.67349000991 -0.66996108607875 -0.6406814391725 -0.747800951201562 -0.680222041965312 -0.71459270879375 -0.655361746209375 -0.603286689938437 -0.637041986994688 -0.704686717828125 -0.788648855898437 -0.615125318498438 -0.517499887400312 -0.625353125234687 -0.971359528 -0.9531000905625 -0.9478566805625 -0.654562715880625 -0.621398810403416 -0.768036621953063 -0.724478564532813 -0.693868786753125 -0.658806685890625 -0.736783188428125 -0.79464644939375 -0.74892437301875 -0.6082253921875 -0.6082253921875 -0.645611003128437 -0.665887485114687 -0.786982630796437 -0.609896355665313 -0.533631143553313 -0.630915662138125 -0.669881151987813 -0.626849658425625 -0.78712220706825 -0.740597269734375 -0.686696815753125 -0.693402577459375 -0.6734831272825 -0.660485314056563 -0.700688157691969 -0.801034811453531
10 "SITTING" 0.272503781 -0.01682267846 -0.103274773233333 0.622073577666667 0.0422427386166667 0.138945519566667 0.0914920009666667 -0.0293528663866667 -0.0602471521166667 -0.01084041588 -0.086202503545 0.0959469380333333 -0.0641310437666667 -0.04965524648 -0.0539273806666667 -0.618461813166667 -0.618461813166667 -0.692614152966667 -0.648737579833333 -0.790202863666667 -0.6887209247 -0.598086343066667 -0.7205688355 -0.700753287766667 -0.679007908 -0.782358596743333 -0.70776339657 -0.742949781513333 -0.6595875479 -0.6602598691 -0.668248315133333 -0.72611582 -0.812798346333333 -0.676702726466667 -0.554676349933333 -0.697214028066667 -0.978542502666667 -0.966767484 -0.960415805666667 -0.6776725259 -0.657399036313333 -0.798344313666667 -0.763480973496667 -0.732018355033333 -0.651838765 -0.7700317521 -0.8140575389 -0.759113639566667 -0.663821991333333 -0.663821991333333 -0.666386343695667 -0.683406841566 -0.809147183233333 -0.672707642653333 -0.561873398333333 -0.7090931273 -0.682747486533333 -0.656980252366667 -0.813088603666667 -0.782343270766667 -0.7280313611 -0.6836565601 -0.718636006766667 -0.666870320666667 -0.710963900666667 -0.818654229266667
10 "STANDING" 0.268180198128742 -0.0182046954426168 -0.105490167508982 0.715582737904192 -0.0274532621666886 0.0930191713258982 0.0812078081802395 0.00367865230679042 -0.00529493352781138 -0.0564751314476946 -0.0663377130467066 0.0927221174137725 -0.0907488353652695 -0.0477580126374251 -0.0458040561037725 -0.591684792334731 -0.591684792334731 -0.674618351494311 -0.629852708726347 -0.786467823745509 -0.651839079362275 -0.563996584251497 -0.699078778473952 -0.677144969838024 -0.647013907553293 -0.771500820038922 -0.688056145989221 -0.741608533125748 -0.660774734562275 -0.616045659180239 -0.642535526891617 -0.731523845817365 -0.801604830095808 -0.648360367757784 -0.539071635773353 -0.654913154360359 -0.970841584580838 -0.95948827745509 -0.943456034802395 -0.660653041355389 -0.627844699523952 -0.789604054934132 -0.735590408721557 -0.721947714653293 -0.665439915504731 -0.754591162113773 -0.811936468838323 -0.754108518797006 -0.629376106244611 -0.629376106244611 -0.646610769470958 -0.700927408976048 -0.799865720605988 -0.648139756066168 -0.556541862397904 -0.65956848677485 -0.674442992187425 -0.632962425564251 -0.806459799281437 -0.752232932320359 -0.714782733568862 -0.699459015858982 -0.696034985867665 -0.654717930493413 -0.734239912176647 -0.81207121842994
11 "SITTING" 0.277508793213889 -0.0192220648495278 -0.113802589448444 0.687056981786111 0.00685327857944444 0.104911974983911 0.0804014661927778 0.0125066480749167 -0.00922451513501389 -0.0240389525723333 -0.0817617061661111 0.0882767954113889 -0.0982180896816667 -0.0446317053714722 -0.0592580920400278 -0.576157975095944 -0.576157975095944 -0.673858926765 -0.62338301846 -0.778286711283333 -0.651504510994167 -0.558281329776139 -0.683740672382778 -0.683725952531389 -0.650022480731503 -0.762118414811111 -0.690102946405833 -0.720545361145555 -0.669911316763972 -0.613077881118611 -0.652481011592222 -0.716485893006944 -0.798930052216667 -0.639115997260028 -0.531391691645583 -0.629953219268889 -0.961397022305556 -0.949888258361111 -0.932393777180556 -0.671411773540278 -0.630700530577778 -0.780406170646389 -0.729713442820278 -0.695272769555167 -0.678099677077778 -0.746143320208333 -0.802986887308333 -0.762118598397222 -0.6200793215725 -0.6200793215725 -0.664318469410833 -0.679184904448889 -0.798990373572222 -0.635717588812 -0.548157630371111 -0.632459291179167 -0.688546663641583 -0.635299941118722 -0.797576559977778 -0.744472814282667 -0.685600400323611 -0.7116655631575 -0.684923296433889 -0.68252640558 -0.711709613877778 -0.8138034912
12 "WALKING" 0.268212461460265 -0.0176773401133013 -0.108023666027152 0.693022485562914 -0.0247380636768212 0.056758060730596 0.0808383622748344 0.020317471809702 -0.015689326373606 -0.0340976740854305 -0.0774810725494702 0.105702006378477 -0.0837114971746358 -0.054930557736755 -0.0522916894614901 -0.529812950763576 -0.529812950763576 -0.621062344373841 -0.587517998896358 -0.748607398023179 -0.598443918391722 -0.50858493250894 -0.65289235097053 -0.626915484787417 -0.599714391984768 -0.733504153983444 -0.655643127730132 -0.69453423651457 -0.616707908233775 -0.562349294030795 -0.589888996239735 -0.691485291511258 -0.765924681410265 -0.587394485181457 -0.48137566156457 -0.606496832097351 -0.963738050860927 -0.956918965794702 -0.941277440086093 -0.603836604473841 -0.575618820476192 -0.751851009139073 -0.708318093168874 -0.67831669494702 -0.629371743945894 -0.721108471445033 -0.771765910274834 -0.714267696868874 -0.57486526611457 -0.57486526611457 -0.592630311271954 -0.663085533969205 -0.762918731458609 -0.584562844174172 -0.501336310701656 -0.613895211488079 -0.616210688473179 -0.578620725380629 -0.768895894390728 -0.726736508844371 -0.673322632930464 -0.669202799619205 -0.649978226012252 -0.599515743584768 -0.704003451692053 -0.776376937158609
13 "STANDING" 0.277133673181818 -0.0157021334813131 -0.107123870844444 0.710449001489899 -0.050801996489596 0.0911892023354545 0.0791187432503535 0.0172297765787727 -0.00483021810681818 -0.034775717955404 -0.0764605009974748 0.0872692781770202 -0.0994478039146465 -0.039011327590404 -0.0678341733694444 -0.56257131740202 -0.56257131740202 -0.632758906311263 -0.614949980059596 -0.755995451060606 -0.623570006836869 -0.518204702170707 -0.681739200363636 -0.643799427623182 -0.597137906549849 -0.742313832257576 -0.657722236393939 -0.712241789109596 -0.651170730148485 -0.583141859018687 -0.60076463905101 -0.698199692025253 -0.769483538661616 -0.615495378036869 -0.50500220735 -0.643413444924242 -0.974461391414141 -0.962269893333333 -0.954393326767677 -0.62233972390404 -0.576161033964646 -0.760957814444444 -0.713038094528788 -0.694551774717172 -0.673948824732323 -0.716871309075757 -0.781395541318182 -0.735057724579293 -0.597743884828283 -0.597743884828283 -0.602541491712626 -0.678119650015152 -0.765978301520202 -0.613675222729798 -0.530926275144495 -0.652186772711111 -0.634275574712626 -0.582386334503535 -0.778610740808081 -0.732385919772727 -0.688598156625253 -0.71390107720202 -0.670105888717677 -0.607866228919192 -0.72202275240404 -0.778638746270202
13 "LAYING" 0.273491735423077 -0.0207471997507051 -0.111165792042308 0.749485574878205 -0.0196302512576923 0.0640020210929487 0.0618911658910256 0.0212486380902756 -0.0214106800815385 -0.0516632065100641 -0.0638322833762179 0.0880942237897436 -0.0997246023980769 -0.0395118531878205 -0.0519805005929487 -0.534919860394526 -0.534919860394526 -0.622693472689487 -0.603539377923718 -0.7555491425 -0.600383412285256 -0.514470911072051 -0.657643419903846 -0.626892845447436 -0.601157917081474 -0.737315437115385 -0.653361582146154 -0.71121350624359 -0.621103722646795 -0.566567420717949 -0.593579390334615 -0.702489570314103 -0.771846634153846 -0.590379710178846 -0.488191389239102 -0.615513049194872 -0.968992529358974 -0.957411311602564 -0.944543550448718 -0.607140737205128 -0.574743235791667 -0.755377066987179 -0.709956725730769 -0.701210682698718 -0.637643254221154 -0.720126095589744 -0.785686386403846 -0.715491598576923 -0.576255192401282 -0.576255192401282 -0.595714255453205 -0.673201867352564 -0.770459177173077 -0.587507532792949 -0.508629352525 -0.624933710119744 -0.622366100109635 -0.575047960455128 -0.772122877692308 -0.729338043282051 -0.69952250151282 -0.678464489980769 -0.649387157912821 -0.601347587167692 -0.711696893685898 -0.785390944038462
14 "SITTING" 0.270910196629902 -0.0166494088102672 -0.108907016201716 0.693033059044118 -0.0188949177568627 0.0906131232729657 0.0715407407816177 0.0133963334148015 -0.00352702662341667 -0.0326585891111029 -0.0782974754058824 0.09304904944125 -0.08569263950125 -0.0415562697651225 -0.0515291498579167 -0.527457759999951 -0.527457759999951 -0.628559366562672 -0.591323867315441 -0.743295668894608 -0.604921938848039 -0.515149370512794 -0.645128997672304 -0.636562216636275 -0.610862999932843 -0.727363896063725 -0.666983731623774 -0.679085585021569 -0.630259284437721 -0.570380724210539 -0.599145506510294 -0.675705216968137 -0.761390379167402 -0.593646232240441 -0.48524979434152 -0.584346757086765 -0.967549626960784 -0.955212521142402 -0.942735514583333 -0.618767423543015 -0.585743421640931 -0.746884254470588 -0.71542531520098 -0.65498667539902 -0.636504281815686 -0.719761940027206 -0.762690784938823 -0.728691227840196 -0.577966405906324 -0.577966405906324 -0.605768505655392 -0.636873062093382 -0.758096741392402 -0.590603253534314 -0.503830405405637 -0.58714134055402 -0.634857754716422 -0.586961125822971 -0.765219306448529 -0.732798046645343 -0.646923004740931 -0.674068299132353 -0.649776365821078 -0.618210732179902 -0.676975018015196 -0.77186124782598
15 "SITTING" 0.27316829710101 -0.0172125987106616 -0.11193679719596 0.68630763890404 0.02017352535 0.11129715019798 0.0827554196328788 -0.0127747799406566 -0.0153301166135051 -0.0545527908255556 -0.0735020536898434 0.0882136161373737 -0.0996913843029293 -0.0311962965420202 -0.0591622186560606 -0.517410481072727 -0.517410481072727 -0.619753650326162 -0.577762941949495 -0.747680644914141 -0.591334702106061 -0.496243323381818 -0.651319127497576 -0.632546707939899 -0.593802086869697 -0.725059358323232 -0.629158449156566 -0.705201025574192 -0.616033962410101 -0.556912765237879 -0.595924799865808 -0.681252464520859 -0.776468076131313 -0.570327662753535 -0.475823485998485 -0.606999963606061 -0.966176953939394 -0.952872942272727 -0.939134163383838 -0.611785729986364 -0.573799433113586 -0.744409982661919 -0.68010405904798 -0.68235556569697 -0.632196361575758 -0.697492967141414 -0.787592275969697 -0.71269951240303 -0.562085189132323 -0.562085189132323 -0.604455506690909 -0.639860486287374 -0.772730309040404 -0.563561600671717 -0.499668848107071 -0.615403311837374 -0.625187505681313 -0.581696463226768 -0.762699102841919 -0.698465572009596 -0.673251446784848 -0.672962952540404 -0.634853742656566 -0.619495086131818 -0.67685077345202 -0.784861268383838
15 "STANDING" 0.275410082430894 -0.013700627610813 -0.101570387146341 0.581323492682927 0.0725136848747968 0.120288387350406 0.0996911628147967 -0.00449838732674797 -0.0139814340405691 -0.00987614459268293 -0.0784619060878049 0.0754280883333333 -0.0879780998154472 -0.039629939001626 -0.0557740936170732 -0.615929813382114 -0.615929813382114 -0.719925178143902 -0.674945995464634 -0.816455424552845 -0.694464654081301 -0.630065893504065 -0.726656947577236 -0.729283711054472 -0.704148189586992 -0.80164261195122 -0.742262782414634 -0.776222439894309 -0.717145607998374 -0.670566418799593 -0.706236352705691 -0.770728857382114 -0.838388092682927 -0.669377663276423 -0.602377556089431 -0.677031621542276 -0.966475538861789 -0.956634146747967 -0.93099992398374 -0.716770637538211 -0.686309539791057 -0.816614576203252 -0.779845475528455 -0.757527760926829 -0.716941011382114 -0.786257977699187 -0.840692633821138 -0.804249713577236 -0.667597317691057 -0.667597317691057 -0.71744307308374 -0.738940561577236 -0.838990007804878 -0.661211023788618 -0.614333599025203 -0.67749027596748 -0.729458519902439 -0.689020538130081 -0.83021872097561 -0.792877591382114 -0.750734046951219 -0.744702537186992 -0.719160408978862 -0.734897080321138 -0.764430574349594 -0.851556237
16 "STANDING" 0.272130273908602 -0.0144573512216935 -0.114035362295349 0.658850246319892 0.0363147169825269 0.0838102092277688 0.0724141184119086 0.0172459549143763 0.0100715334470067 -0.0285814558053495 -0.0734748290132527 0.0809147079884409 -0.0910908938340591 -0.049589513637043 -0.0593245352472312 -0.584356794808495 -0.584356794808495 -0.68664286811371 -0.638759764398118 -0.785226854454301 -0.65791043121129 -0.582774273660914 -0.683669349697043 -0.696494667203226 -0.668666400227688 -0.761723084031721 -0.704475988963441 -0.730449361024194 -0.670308842812903 -0.622098622599032 -0.663360260375806 -0.723402843728495 -0.802587743811828 -0.644711611 -0.55759433596578 -0.63405396961828 -0.958330845067204 -0.952847417177419 -0.934906042204301 -0.68322350594328 -0.651784445130914 -0.780927149951613 -0.75066110119086 -0.705667108692473 -0.679212578734946 -0.761784448272312 -0.806112444873656 -0.76587941405914 -0.624651210820618 -0.624651210820618 -0.671658903954193 -0.688223759975 -0.802107007427419 -0.640740121980376 -0.573628327606989 -0.638193259236532 -0.698550562035215 -0.657835081177151 -0.799145421110215 -0.766876346276344 -0.696336170036236 -0.713230872489247 -0.686223824196237 -0.685304371762903 -0.721324695537634 -0.816373324448925
17 "LAYING" 0.273376849624672 -0.0167988233260577 -0.107462511735958 0.704898995388451 -0.0329009173912598 0.0915854490121785 0.0798623601581234 0.00501220072854331 0.00952054784244619 -0.0423536999651444 -0.06648039748042 0.0901980814784252 -0.0844218742766404 -0.0406158408115486 -0.0557794297664304 -0.547737163521785 -0.547737163521785 -0.640644175699475 -0.606596505394304 -0.761392154506562 -0.61333408168399 -0.52639748032231 -0.668258905880315 -0.642838147187139 -0.617943366887664 -0.744404265296063 -0.661717216553543 -0.7155172197979 -0.63416175980315 -0.574237063288189 -0.60758582955958 -0.703173931423885 -0.777095227569554 -0.601320447406299 -0.501780357875066 -0.622643567045276 -0.963674898293963 -0.953341094251968 -0.942444694055118 -0.622890227720735 -0.59808320025916 -0.762118580582677 -0.715745223107611 -0.69538728506664 -0.653239384883989 -0.728228677826772 -0.788359969370079 -0.724641919136483 -0.580078389000787 -0.580078389000787 -0.608174705903412 -0.673178268300105 -0.773649445787402 -0.598014092169869 -0.522137473258583 -0.629401504773753 -0.636657873952756 -0.604249894186352 -0.778716031761155 -0.734502740519685 -0.688848704431234 -0.693749722354331 -0.650399606829396 -0.612417525733071 -0.712156105173228 -0.785938394848556
18 "STANDING" 0.274189992654279 -0.0187275921406577 -0.110186339696822 0.662810617728606 0.017378855295379 0.0791760513650367 0.0859992840080685 0.00428795404784841 -0.00487590849384108 -0.0175752517321027 -0.0816831974437653 0.0774526781888753 -0.101036710019267 -0.0526785037124059 -0.0564252291767237 -0.538656870908289 -0.538656870908289 -0.652291632517604 -0.606409209137237 -0.763314667792176 -0.621327489012714 -0.539799367455746 -0.654066352043105 -0.667230142335452 -0.634412624318924 -0.737748596189438 -0.678459770070905 -0.705176869867237 -0.640597316854523 -0.588344904589242 -0.633916603972372 -0.698915630394866 -0.780981980669438 -0.602295052374083 -0.509224902786626 -0.598122560343668 -0.964981761613692 -0.948540046105134 -0.937726277801956 -0.650573800167237 -0.613255170297066 -0.75787317503423 -0.730162454530562 -0.682117115026895 -0.6405400446978 -0.73298556992665 -0.785992911623961 -0.744648474529829 -0.588613672987531 -0.588613672987531 -0.6404975815022 -0.666303154462103 -0.779942935872372 -0.596289031321027 -0.525707792337164 -0.601952851677506 -0.664988574978606 -0.616810043900115 -0.776972696848411 -0.748081160875306 -0.673728595830318 -0.675303158804401 -0.654233915051809 -0.652353149701369 -0.704062189616626 -0.79494544710489
19 "STANDING" 0.274270417182398 -0.0165146521362625 -0.108236139582653 0.712176679744898 -0.0197300293104592 0.0915560718948314 0.0761325196788265 0.00415363605156888 0.00390633615583163 -0.0287127120520408 -0.0765241382021174 0.0902497531046939 -0.110063431515561 -0.0471785582049719 -0.0512196653277296 -0.512225935972985 -0.512225935972985 -0.617696145166582 -0.572584971911224 -0.735008105918367 -0.596480314739796 -0.498087173968367 -0.631789701547704 -0.631312391736735 -0.592275594177296 -0.715255816709184 -0.648022652846684 -0.673865945446939 -0.614345974148724 -0.554318041743622 -0.591110989697373 -0.663777457805612 -0.758041416711403 -0.578999058897832 -0.468125912832908 -0.577149576129847 -0.966180697780612 -0.954568809497449 -0.939531662882653 -0.615087307640306 -0.568012085143622 -0.738170773219388 -0.69967273123648 -0.64333427626148 -0.627755164491837 -0.698929329836735 -0.762147949556122 -0.713055767120918 -0.560853584705357 -0.560853584705357 -0.601357992681378 -0.624470081454082 -0.756013924207143 -0.573950982480485 -0.487781639474898 -0.583581494920408 -0.63323756738227 -0.571358226437883 -0.760069496807143 -0.718214535431122 -0.631630229880842 -0.668273790984439 -0.634767190195918 -0.618360161554949 -0.665865206010459 -0.771602313321428
20 "STANDING" 0.283941473076923 -0.0174002500970513 -0.103928563961538 0.699980526025641 -0.0188953251448718 0.121571172715128 0.106439170955128 0.0234424531635897 -0.0390565534988462 -0.00607896943205128 -0.0963419822192308 0.0965051006538462 -0.105462692091026 -0.0383652552653846 -0.0267347153987179 -0.568249824588462 -0.568249824588462 -0.664644883415385 -0.618073392782051 -0.776014627358974 -0.634518631296154 -0.570231670615385 -0.651044084617949 -0.664819854012821 -0.661613926948718 -0.736737748391026 -0.707674959282051 -0.705418936551282 -0.670777989474359 -0.584395196576923 -0.623062129557692 -0.710814993474359 -0.789260256794872 -0.618441151820513 -0.543388603615385 -0.606925488587179 -0.967805131282051 -0.951885858076923 -0.933142705512821 -0.650757206875641 -0.642251695711539 -0.756610430810256 -0.739142816053846 -0.679545858802564 -0.675577626012821 -0.771463188205128 -0.784979318205128 -0.767084417641026 -0.591945061007692 -0.591945061007692 -0.633759342728205 -0.67339022924359 -0.785868470192308 -0.613669181871795 -0.559769396310256 -0.6153180118 -0.667550640653846 -0.645800331794872 -0.775584861346154 -0.751196687589744 -0.669410187833333 -0.708172905961538 -0.660926900620513 -0.65143047374359 -0.707653263307692 -0.797494191410256
20 "LAYING" 0.275051277654362 -0.0156355589811779 -0.108641387701007 0.662209025939597 -0.0162770252016779 0.0799552556259732 0.087315425572047 -0.00344400359744966 -0.00580111008432886 -0.0137542795027181 -0.0903862244758389 0.0880769025214765 -0.100081212070795 -0.0365302304650671 -0.0566055629642282 -0.526614014281174 -0.526614014281174 -0.640168363263423 -0.58275533133255 -0.746310570372483 -0.605192554274161 -0.531463184118121 -0.647387825211409 -0.646674194179564 -0.632156771199329 -0.730223125402685 -0.665649828473154 -0.677263245190436 -0.635520481463087 -0.566311127399664 -0.612202165344295 -0.666224913565772 -0.76230910341396 -0.590479292219799 -0.499038139218792 -0.581870736540604 -0.963354652785235 -0.952498285436242 -0.936492058154362 -0.628784444674497 -0.608124102029195 -0.752137139486577 -0.717001255212752 -0.64522512780302 -0.644733580114094 -0.724639429986577 -0.763888489 -0.736053530298658 -0.570390464005839 -0.570390464005839 -0.619945268246644 -0.629929069570805 -0.760702105786242 -0.586196525721477 -0.51536500210906 -0.583258596657383 -0.643999049860738 -0.609118570064765 -0.77322841727047 -0.735100573973154 -0.632993423253356 -0.682177446774161 -0.641126081831544 -0.633337041977517 -0.672810461765101 -0.776939163884564
21 "LAYING" 0.274693317078534 -0.0185570049897906 -0.110185938879 0.666011147041885 -0.00440007553376963 0.0983775977225916 0.078296535108377 0.00643215818798429 -0.0124564037563141 -0.0394270880271728 -0.072829590410733 0.0893381105273037 -0.105575812093403 -0.0293965278698953 -0.0448137775060209 -0.52402249079267 -0.52402249079267 -0.636296287830105 -0.586401235086126 -0.749691375901047 -0.599893498951832 -0.529041196052618 -0.653299695264398 -0.642551037978534 -0.623803580903403 -0.730367588128272 -0.654220080743979 -0.688596550832461 -0.63546053311623 -0.570608199460471 -0.609844610734974 -0.68014753778377 -0.76789633678377 -0.580578639995811 -0.497080533958639 -0.600720749150785 -0.965689522303665 -0.96062090078534 -0.940895428062827 -0.625946292196859 -0.601148549197906 -0.749197207345026 -0.700396858799215 -0.662548382652356 -0.649013263431937 -0.721382800565445 -0.770750484570157 -0.734858285200105 -0.575322045755759 -0.575322045755759 -0.617155303336754 -0.640386137749476 -0.767716432238482 -0.574538693793194 -0.513723941850262 -0.606548219858141 -0.642639946628534 -0.603740444855497 -0.76712609766178 -0.717420412175654 -0.653093938186649 -0.687336497280105 -0.6451823085589 -0.629797281002041 -0.679142145751309 -0.784986787814136
22 "LAYING" 0.273894319075581 -0.0166232732563081 -0.111263351339535 0.655997843723837 0.0292155636584302 0.0836640068234099 0.0804628229667733 0.0159732047088953 -0.0156548252390407 -0.023908723777936 -0.0845381164125581 0.0981282930313503 -0.0990350700002907 -0.0377262223248256 -0.0542519591711919 -0.571819392667442 -0.571819392667442 -0.67327452477093 -0.623083742167151 -0.779774156424419 -0.645381769235 -0.571309905803488 -0.674147251915698 -0.677760850320639 -0.66234966231686 -0.755933851526163 -0.695782835712209 -0.721404209153779 -0.670627664634884 -0.611043804967732 -0.646464220452035 -0.711638325606395 -0.795340699673837 -0.632750497588372 -0.541820880601744 -0.612753593555523 -0.965053835232558 -0.952541638409884 -0.939079956857558 -0.663969392059884 -0.641720172527878 -0.774752137664826 -0.742727735802907 -0.693361189595349 -0.670139948995058 -0.749130040755814 -0.801532347130407 -0.765493378270349 -0.612283139224506 -0.612283139224506 -0.654291878861628 -0.675375158494186 -0.794841423447674 -0.628998919153634 -0.556762334503488 -0.613155415138081 -0.680149671851744 -0.644157733125291 -0.792383753642442 -0.759177190267442 -0.682697864963663 -0.702080736656977 -0.675160368238663 -0.667405958039244 -0.709579196718023 -0.809503914494186
23 "WALKING" 0.274824735043988 -0.0214862570599707 -0.112373019391789 0.677970369076246 0.0130789675431085 0.110879176984692 0.0733175717480938 0.0115959400325513 0.00550827375287683 -0.0283236048209971 -0.0719510935069795 0.0785636674061584 -0.096826112430176 -0.0389385197975953 -0.0531110873150733 -0.521277384735191 -0.521277384735191 -0.642354051359824 -0.57929099978868 -0.752720237753079 -0.610624883891496 -0.526485712967742 -0.65943490693695 -0.651954076960997 -0.626839655009091 -0.741058360548094 -0.65630696673695 -0.692172505209971 -0.635882026489736 -0.571002499097067 -0.619523480227859 -0.682682494634018 -0.775970939891496 -0.587651652827273 -0.493201172539003 -0.595255923357302 -0.964766516715543 -0.946242457920821 -0.933864711530792 -0.633590542624721 -0.604214614892962 -0.760202135557185 -0.700387319121994 -0.657296949743695 -0.649249104454545 -0.719276471944868 -0.781100516774194 -0.726667507792874 -0.570682429658651 -0.570682429658651 -0.626835617058651 -0.637602617549267 -0.773960464879765 -0.580098445982991 -0.509605565408798 -0.596389033881525 -0.647881211891496 -0.606610261499941 -0.778136291296188 -0.716683960214076 -0.643415818269501 -0.688034822165103 -0.639033626181818 -0.639325995048387 -0.673486082826979 -0.788143131065103
